Gene	logFC_BH	PValue_BH	logFC_BC	PValue_BC	logFC_HC	PValue_HC	logFC_LB	PValue_LB	FDR_BH	FDR_BC	FDR_HC	FDR_LB
FBgn0086446	0.05	0.63	-0.02	0.89	-0.06	0.52	0.03	0.87	0.80	0.96	0.68	0.98
FBgn0262482	0.26	0.02	-0.02	0.89	-0.28	0.01	0.24	0.26	0.11	0.96	0.05	0.74
FBgn0036893	-0.26	0.00	-0.06	0.56	0.20	0.03	-0.32	0.06	0.04	0.82	0.08	0.38
FBgn0036301	-0.03	0.72	-0.01	0.89	0.02	0.84	-0.04	0.79	0.86	0.96	0.91	0.97
FBgn0264543	0.36	0.00	-0.11	0.46	-0.47	0.00	0.26	0.29	0.04	0.76	0.00	0.77
FBgn0037383	-0.01	0.88	0.08	0.43	0.09	0.29	0.06	0.70	0.95	0.75	0.46	0.95
FBgn0028426	-0.11	0.26	0.11	0.29	0.22	0.02	0.01	0.98	0.50	0.65	0.07	1.00
FBgn0031562	0.41	0.00	0.60	0.00	0.19	0.17	1.01	0.00	0.04	0.01	0.32	0.01
FBgn0052204	0.02	0.87	-0.20	0.11	-0.22	0.05	-0.18	0.38	0.94	0.45	0.13	0.84
FBgn0263131	-0.34	0.00	-0.03	0.81	0.31	0.01	-0.37	0.08	0.03	0.93	0.03	0.43
FBgn0029580	0.00	0.98	0.00	0.99	0.00	0.99	0.00	0.99	0.99	1.00	1.00	1.00
FBgn0027949	0.20	0.13	-0.12	0.45	-0.32	0.02	0.08	0.74	0.34	0.75	0.06	0.96
FBgn0039665	0.13	0.12	0.11	0.28	-0.03	0.73	0.24	0.14	0.32	0.64	0.84	0.58
FBgn0261858	0.06	0.67	-0.05	0.76	-0.11	0.44	0.01	0.97	0.83	0.91	0.61	1.00
FBgn0036848	0.27	0.01	0.02	0.88	-0.26	0.01	0.29	0.13	0.05	0.95	0.04	0.55
FBgn0085346	-0.07	0.43	0.01	0.95	0.07	0.39	-0.06	0.71	0.66	0.98	0.57	0.96
FBgn0040257	0.05	0.77	-0.15	0.43	-0.20	0.23	-0.10	0.74	0.89	0.74	0.39	0.96
dsim_PG00117	0.19	0.15	-0.18	0.25	-0.37	0.01	0.01	0.96	0.37	0.61	0.03	0.99
FBgn0035812	0.24	0.05	0.20	0.15	-0.04	0.75	0.44	0.06	0.20	0.51	0.85	0.37
FBgn0039067	0.07	0.39	0.11	0.21	0.05	0.56	0.18	0.23	0.63	0.57	0.71	0.71
FBgn0053288	-0.06	0.46	-0.05	0.61	0.01	0.87	-0.11	0.49	0.68	0.85	0.92	0.89
FBgn0037958	0.05	0.61	-0.07	0.52	-0.12	0.21	-0.02	0.90	0.79	0.80	0.37	0.99
FBgn0033421	0.03	0.72	0.17	0.10	0.13	0.13	0.20	0.25	0.86	0.44	0.27	0.72
FBgn0261269	0.11	0.27	0.08	0.49	-0.03	0.75	0.19	0.33	0.51	0.78	0.85	0.80
FBgn0033454	-0.05	0.65	0.07	0.57	0.12	0.26	0.02	0.92	0.81	0.82	0.43	0.99
FBgn0033100	0.01	0.90	0.09	0.41	0.08	0.40	0.10	0.58	0.95	0.73	0.58	0.93
FBgn0038860	-0.15	0.21	0.05	0.73	0.20	0.10	-0.10	0.66	0.45	0.90	0.22	0.94
FBgn0034612	-0.81	0.00	-0.39	0.14	0.41	0.07	-1.20	0.00	0.01	0.49	0.17	0.08
FBgn0030294	-0.23	0.07	0.24	0.09	0.46	0.00	0.01	0.97	0.23	0.41	0.00	1.00
FBgn0051230	-0.11	0.18	-0.32	0.00	-0.21	0.01	-0.43	0.01	0.40	0.03	0.06	0.09
FBgn0259213	-0.17	0.09	0.07	0.54	0.24	0.02	-0.10	0.60	0.28	0.81	0.06	0.93
FBgn0000715	0.13	0.18	0.30	0.01	0.17	0.08	0.44	0.02	0.41	0.13	0.20	0.21
FBgn0002948	-0.34	0.00	0.04	0.78	0.38	0.00	-0.31	0.18	0.04	0.92	0.01	0.64
FBgn0262601	0.01	0.96	0.24	0.09	0.23	0.05	0.24	0.30	0.98	0.40	0.14	0.77
dsim_PG00194	0.18	0.10	0.05	0.72	-0.14	0.21	0.23	0.29	0.29	0.89	0.38	0.76
FBgn0036052	-0.13	0.20	0.00	0.99	0.13	0.19	-0.13	0.51	0.43	1.00	0.35	0.90
FBgn0032484	-0.09	0.40	-0.17	0.19	-0.08	0.49	-0.26	0.22	0.63	0.55	0.66	0.68
FBgn0260860	-0.07	0.47	0.04	0.73	0.11	0.26	-0.03	0.87	0.69	0.90	0.43	0.98
FBgn0002842	0.02	0.86	-0.15	0.24	-0.17	0.12	-0.13	0.54	0.93	0.60	0.26	0.91
FBgn0037350	0.09	0.38	0.00	1.00	-0.09	0.38	0.09	0.64	0.61	1.00	0.55	0.94
FBgn0035677	-0.12	0.35	-0.14	0.33	-0.02	0.85	-0.27	0.28	0.58	0.67	0.92	0.75
FBgn0038268	-0.08	0.38	0.03	0.77	0.11	0.22	-0.05	0.77	0.61	0.91	0.38	0.96
FBgn0029117	0.07	0.42	0.10	0.34	0.03	0.76	0.17	0.32	0.65	0.68	0.86	0.79
FBgn0029863	-0.17	0.05	-0.10	0.33	0.07	0.42	-0.27	0.11	0.21	0.68	0.59	0.51
FBgn0003479	0.03	0.75	-0.14	0.25	-0.18	0.10	-0.11	0.59	0.88	0.61	0.23	0.93
FBgn0038295	0.07	0.58	0.11	0.46	0.04	0.77	0.19	0.46	0.76	0.76	0.87	0.88
FBgn0036146	-0.19	0.06	-0.09	0.40	0.09	0.37	-0.28	0.14	0.23	0.73	0.54	0.57
FBgn0051016	0.05	0.68	0.19	0.17	0.14	0.24	0.24	0.30	0.83	0.53	0.41	0.78
FBgn0035798	-0.13	0.26	-0.12	0.40	0.02	0.87	-0.25	0.27	0.49	0.72	0.93	0.74
FBgn0015380	-0.12	0.18	-0.08	0.45	0.04	0.64	-0.20	0.25	0.41	0.76	0.77	0.72
FBgn0022702	-0.12	0.40	-0.22	0.17	-0.11	0.45	-0.34	0.20	0.63	0.53	0.62	0.67
FBgn0031729	0.02	0.80	-0.35	0.00	-0.37	0.00	-0.32	0.08	0.90	0.06	0.00	0.44
FBgn0028542	0.02	0.90	0.24	0.18	0.22	0.15	0.25	0.39	0.95	0.54	0.30	0.84
FBgn0026760	0.01	0.95	0.03	0.75	0.03	0.75	0.04	0.82	0.98	0.90	0.85	0.97
FBgn0000617	-0.06	0.54	0.08	0.43	0.14	0.12	0.03	0.88	0.74	0.74	0.26	0.99
FBgn0031155	0.06	0.56	-0.16	0.19	-0.23	0.04	-0.10	0.62	0.75	0.55	0.11	0.94
FBgn0036178	0.12	0.46	-0.09	0.63	-0.21	0.20	0.03	0.92	0.68	0.86	0.36	0.99
FBgn0044328	-0.08	0.38	-0.04	0.68	0.04	0.69	-0.12	0.48	0.61	0.88	0.81	0.89
FBgn0052301	0.25	0.11	-0.11	0.55	-0.35	0.02	0.14	0.63	0.31	0.81	0.08	0.94
FBgn0261789	-0.23	0.01	0.01	0.94	0.24	0.01	-0.23	0.20	0.08	0.98	0.04	0.67
FBgn0037552	0.15	0.13	0.16	0.17	0.01	0.95	0.31	0.10	0.33	0.53	0.97	0.49
dsim_PG00187	0.15	0.10	-0.02	0.85	-0.18	0.06	0.13	0.46	0.29	0.94	0.15	0.88
FBgn0029672	0.20	0.03	-0.04	0.70	-0.24	0.01	0.16	0.37	0.14	0.89	0.04	0.84
FBgn0260856	-0.18	0.07	0.03	0.78	0.22	0.03	-0.15	0.43	0.24	0.92	0.10	0.86
FBgn0052075	0.04	0.68	0.02	0.85	-0.02	0.84	0.06	0.74	0.83	0.94	0.91	0.96
FBgn0031119	-0.28	0.00	-0.24	0.02	0.04	0.66	-0.51	0.00	0.02	0.21	0.79	0.04
FBgn0000451	-0.02	0.88	0.20	0.08	0.22	0.03	0.19	0.34	0.94	0.39	0.09	0.81
FBgn0010768	-0.18	0.04	0.03	0.79	0.21	0.02	-0.16	0.35	0.17	0.92	0.07	0.82
FBgn0036660	-0.06	0.66	-0.03	0.86	0.03	0.81	-0.08	0.73	0.82	0.94	0.89	0.96
FBgn0031062	-0.20	0.02	-0.16	0.11	0.05	0.58	-0.36	0.03	0.10	0.44	0.73	0.23
FBgn0032017	-0.20	0.04	-0.20	0.08	0.00	0.99	-0.40	0.03	0.17	0.38	0.99	0.26
FBgn0031735	0.35	0.01	0.06	0.67	-0.28	0.03	0.41	0.10	0.05	0.87	0.08	0.48
FBgn0051776	0.12	0.29	-0.21	0.12	-0.33	0.00	-0.09	0.69	0.53	0.46	0.02	0.95
FBgn0038746	-0.04	0.59	0.10	0.27	0.14	0.07	0.05	0.71	0.77	0.63	0.17	0.96
FBgn0033873	0.45	0.00	0.50	0.00	0.05	0.66	0.95	0.00	0.01	0.03	0.79	0.00
FBgn0052107	-0.14	0.39	-0.10	0.60	0.04	0.81	-0.25	0.44	0.62	0.84	0.89	0.87
FBgn0051713	0.05	0.54	0.06	0.54	0.01	0.93	0.11	0.49	0.74	0.81	0.96	0.89
FBgn0039850	0.22	0.03	-0.08	0.49	-0.30	0.00	0.14	0.47	0.13	0.78	0.02	0.88
FBgn0052220	0.34	0.08	0.37	0.10	0.03	0.88	0.70	0.06	0.26	0.43	0.93	0.37
FBgn0005670	-0.27	0.01	-0.18	0.15	0.09	0.42	-0.45	0.03	0.08	0.50	0.59	0.24
FBgn0030230	0.14	0.14	0.11	0.32	-0.03	0.73	0.24	0.17	0.36	0.67	0.84	0.63
FBgn0053145	-0.06	0.48	0.05	0.61	0.11	0.19	-0.01	0.95	0.69	0.84	0.35	0.99
FBgn0260243	-0.12	0.24	0.02	0.83	0.14	0.15	-0.09	0.63	0.48	0.93	0.30	0.94
FBgn0040871	0.09	0.46	-0.07	0.60	-0.16	0.18	0.02	0.95	0.68	0.84	0.34	0.99
FBgn0262139	0.00	0.96	-0.07	0.53	-0.07	0.44	-0.06	0.72	0.98	0.80	0.61	0.96
FBgn0037431	0.03	0.81	-0.22	0.10	-0.24	0.03	-0.19	0.37	0.91	0.42	0.10	0.84
FBgn0085202	0.16	0.16	-0.26	0.05	-0.42	0.00	-0.11	0.62	0.39	0.31	0.00	0.94
FBgn0034528	-0.03	0.77	0.04	0.68	0.07	0.44	0.02	0.92	0.89	0.88	0.61	0.99
FBgn0040890	-0.02	0.83	0.09	0.41	0.11	0.24	0.07	0.70	0.92	0.73	0.41	0.96
FBgn0035149	-0.04	0.70	-0.10	0.44	-0.06	0.61	-0.14	0.50	0.85	0.75	0.75	0.90
dsim_PG00042	-0.12	0.34	-0.36	0.01	-0.24	0.06	-0.48	0.05	0.58	0.18	0.16	0.32
FBgn0002931	-0.13	0.30	-0.25	0.08	-0.12	0.32	-0.37	0.11	0.54	0.38	0.50	0.50
FBgn0031909	0.16	0.12	0.22	0.06	0.06	0.54	0.38	0.06	0.33	0.35	0.70	0.36
FBgn0031337	-0.13	0.27	-0.19	0.16	-0.06	0.60	-0.32	0.15	0.51	0.52	0.74	0.60
FBgn0002775	0.00	0.97	-0.09	0.36	-0.08	0.30	-0.09	0.57	0.99	0.70	0.48	0.92
FBgn0037504	-0.13	0.27	0.05	0.70	0.18	0.12	-0.08	0.73	0.51	0.88	0.25	0.96
FBgn0021874	-0.07	0.45	-0.05	0.63	0.02	0.84	-0.13	0.50	0.68	0.86	0.91	0.89
FBgn0030528	-0.02	0.89	0.13	0.32	0.14	0.20	0.11	0.60	0.95	0.67	0.36	0.93
FBgn0032728	-0.02	0.87	0.10	0.34	0.12	0.21	0.09	0.63	0.94	0.69	0.37	0.94
FBgn0030433	0.08	0.43	-0.06	0.61	-0.14	0.17	0.02	0.92	0.66	0.84	0.32	0.99
FBgn0034756	0.56	0.00	0.11	0.63	-0.46	0.02	0.67	0.07	0.03	0.85	0.06	0.41
FBgn0035768	0.02	0.84	-0.17	0.23	-0.19	0.11	-0.14	0.53	0.92	0.59	0.25	0.91
FBgn0040534	-0.12	0.20	-0.03	0.78	0.09	0.33	-0.16	0.40	0.43	0.92	0.51	0.85
FBgn0029729	0.10	0.33	-0.10	0.37	-0.20	0.04	-0.01	0.97	0.57	0.70	0.13	1.00
FBgn0022724	-0.10	0.33	-0.05	0.69	0.05	0.61	-0.14	0.45	0.57	0.88	0.75	0.88
FBgn0040334	-0.08	0.37	0.03	0.79	0.11	0.22	-0.05	0.75	0.60	0.92	0.39	0.96
FBgn0038601	-0.20	0.05	-0.22	0.07	-0.02	0.87	-0.42	0.03	0.20	0.36	0.93	0.27
FBgn0038090	0.18	0.09	-0.01	0.91	-0.19	0.07	0.16	0.42	0.28	0.97	0.17	0.86
FBgn0037817	-0.04	0.72	-0.19	0.19	-0.14	0.26	-0.23	0.33	0.86	0.55	0.43	0.80
FBgn0040729	-0.08	0.63	-0.02	0.94	0.07	0.69	-0.10	0.76	0.80	0.98	0.81	0.96
FBgn0035199	-0.14	0.26	-0.12	0.38	0.02	0.90	-0.26	0.26	0.50	0.71	0.94	0.74
FBgn0032634	-0.12	0.24	0.10	0.37	0.22	0.03	-0.02	0.93	0.48	0.70	0.09	0.99
FBgn0038494	-0.02	0.86	-0.18	0.18	-0.16	0.17	-0.20	0.37	0.93	0.54	0.33	0.83
FBgn0032252	0.17	0.09	-0.09	0.47	-0.26	0.01	0.09	0.66	0.27	0.77	0.05	0.94
FBgn0029514	-0.04	0.70	-0.05	0.67	-0.01	0.92	-0.09	0.65	0.85	0.87	0.96	0.94
FBgn0038327	-0.06	0.51	0.04	0.70	0.09	0.26	-0.02	0.91	0.72	0.88	0.44	0.99
FBgn0037911	-0.08	0.52	-0.16	0.26	-0.08	0.52	-0.24	0.31	0.72	0.62	0.68	0.78
dsim_PG00171	-0.01	0.94	-0.02	0.89	-0.01	0.93	-0.03	0.90	0.97	0.96	0.96	0.99
FBgn0030012	0.04	0.64	0.08	0.46	0.03	0.71	0.12	0.49	0.80	0.76	0.82	0.89
FBgn0034865	-0.07	0.62	0.39	0.01	0.46	0.00	0.33	0.20	0.79	0.15	0.00	0.67
FBgn0037572	0.07	0.65	-0.20	0.27	-0.27	0.09	-0.13	0.66	0.82	0.62	0.20	0.94
FBgn0038445	0.07	0.54	-0.16	0.21	-0.22	0.04	-0.09	0.66	0.74	0.58	0.12	0.94
FBgn0264725	-0.03	0.76	-0.05	0.68	-0.02	0.86	-0.09	0.69	0.89	0.88	0.92	0.95
FBgn0031940	-3.28	0.00	-2.51	0.00	0.77	0.10	-5.79	0.00	0.00	0.00	0.22	0.00
FBgn0035267	-0.14	0.16	0.09	0.40	0.24	0.02	-0.05	0.80	0.38	0.73	0.06	0.97
FBgn0039478	0.11	0.38	0.25	0.08	0.14	0.24	0.36	0.13	0.62	0.38	0.41	0.56
FBgn0028370	-0.06	0.58	0.05	0.67	0.11	0.29	-0.01	0.97	0.77	0.87	0.47	1.00
FBgn0031275	-0.21	0.10	0.02	0.89	0.23	0.07	-0.19	0.43	0.29	0.96	0.17	0.86
FBgn0036155	-0.02	0.80	0.01	0.91	0.04	0.70	-0.01	0.95	0.90	0.97	0.82	0.99
FBgn0038767	0.18	0.08	0.06	0.62	-0.12	0.23	0.23	0.23	0.26	0.85	0.39	0.70
FBgn0085199	0.00	0.97	-0.18	0.17	-0.19	0.10	-0.18	0.42	0.99	0.53	0.23	0.86
FBgn0034186	-0.04	0.76	0.15	0.29	0.19	0.12	0.12	0.63	0.88	0.64	0.26	0.94
FBgn0015818	-0.16	0.11	0.11	0.31	0.27	0.01	-0.04	0.81	0.31	0.67	0.03	0.97
FBgn0265272	0.17	0.10	-0.10	0.42	-0.27	0.01	0.07	0.72	0.29	0.74	0.04	0.96
FBgn0038640	-0.29	0.00	-0.19	0.04	0.10	0.23	-0.48	0.00	0.01	0.29	0.40	0.04
FBgn0029950	-0.07	0.45	-0.24	0.02	-0.17	0.06	-0.30	0.07	0.67	0.22	0.15	0.41
FBgn0085320	-0.27	0.40	0.62	0.10	0.89	0.00	0.35	0.58	0.63	0.43	0.03	0.93
FBgn0038342	0.09	0.52	0.10	0.57	0.00	0.99	0.19	0.50	0.73	0.82	1.00	0.90
FBgn0032645	-0.02	0.87	-0.12	0.41	-0.10	0.44	-0.14	0.56	0.94	0.73	0.61	0.92
FBgn0085391	-0.19	0.25	0.03	0.89	0.22	0.19	-0.17	0.60	0.49	0.96	0.35	0.93
FBgn0003278	-0.17	0.10	-0.10	0.38	0.07	0.52	-0.27	0.17	0.29	0.71	0.68	0.62
FBgn0038068	0.00	0.99	-0.14	0.39	-0.14	0.31	-0.13	0.61	0.99	0.72	0.49	0.93
FBgn0035539	0.02	0.88	-0.06	0.63	-0.08	0.48	-0.05	0.84	0.94	0.85	0.64	0.98
FBgn0028888	-0.22	0.04	0.04	0.70	0.26	0.01	-0.17	0.38	0.16	0.88	0.05	0.84
FBgn0264301	0.06	0.58	-0.10	0.39	-0.16	0.12	-0.05	0.81	0.77	0.72	0.26	0.97
FBgn0033059	-0.09	0.27	-0.01	0.92	0.08	0.32	-0.10	0.52	0.51	0.97	0.49	0.91
FBgn0011676	-0.22	0.03	-0.01	0.91	0.20	0.03	-0.23	0.21	0.13	0.96	0.11	0.68
FBgn0037149	0.23	0.01	-0.12	0.28	-0.35	0.00	0.11	0.51	0.07	0.63	0.00	0.90
FBgn0037562	0.08	0.66	0.52	0.01	0.44	0.02	0.60	0.09	0.82	0.18	0.06	0.47
FBgn0031224	-0.15	0.11	0.03	0.75	0.18	0.05	-0.11	0.52	0.32	0.91	0.13	0.91
FBgn0037251	-0.23	0.01	-0.30	0.00	-0.08	0.36	-0.53	0.00	0.05	0.04	0.53	0.02
FBgn0259821	-0.10	0.33	-0.07	0.55	0.03	0.78	-0.17	0.38	0.57	0.81	0.87	0.84
